,Loan_Amount,Monthly_Salary,Total_Income_for_Join_Application,Total_Sum_of_Loan,Years_to_Financial_Freedom,Loan_Tenure_Year,Credit_Card_Exceed_Months,State,Credit_Card_types,Years_for_Property_to_Completion,Number_of_Bank_Products,Decision
2709,0.3162185096394573,0.874749908434079,0.39540616987981914,0.2859063530116612,12,1,5,4,1,0,0,1
2710,0.7171631073777859,0.6471394821037024,0.35750590631852086,0.20965720105926497,9,5,6,2,1,0,0,1
2711,0.5788449941228383,0.144873341169549,0.4332116999705832,0.7074366705847744,5,8,5,7,1,2,0,1
2712,0.5372485742657163,0.14362428713285813,0.41174572279714877,0.381005702937135,7,4,5,2,1,0,2,1
2713,0.8474749125031161,0.5827257874719545,0.1027257874719544,0.5971738625405103,12,11,5,4,0,0,0,1
2714,0.5002161907675831,0.010010294798456333,0.6898455780231549,0.41006176879073797,6,8,0,0,1,0,0,1
2715,0.5915893828327675,0.5066229605118812,0.47933802317402163,0.3558938283276757,8,13,4,2,0,3,0,1
2716,0.054056182503057534,0.5975505399755398,0.93,0.7678988391248804,10,12,5,2,0,0,0,1
2717,0.8,0.9822025088940962,0.4466582180974698,0.6633417819025302,4,11,2,7,0,0,1,1
2718,0.6920438723938743,0.54,0.6283948515448694,0.9859122552122512,11,9,5,2,1,0,0,1
2719,0.7849896541292242,0.3427104887230783,0.445626293233847,0.8533264360861494,11,4,5,4,1,2,1,1
2720,0.7109463855682208,0.34689168673483034,0.29729759037881376,0.23202734941669517,12,8,2,4,1,2,0,1
2721,0.45651841531599796,0.5500382238660237,0.3108895081040124,0.6125920765799897,10,5,0,2,1,0,4,1
2722,0.6787886760286991,0.92,0.4261300455208006,0.36524383535150107,4,7,2,7,0,0,0,1
2723,0.9223941881139719,0.5723941881139719,0.25119048964104496,0.6671957731737977,12,3,5,4,1,0,0,1
2724,0.429978988396303,0.5154564556003361,0.3054564556003361,0.637728227800168,12,4,5,4,1,0,0,1
2725,0.05079785267874264,0.8908908738846563,0.5046940948665423,0.8946940948665423,8,9,0,0,1,0,0,1
2726,0.5847465949436249,0.5008065411513436,0.9689863797744995,0.8626267025281875,8,9,4,2,1,3,0,1
2727,0.4854859754785522,0.17638913549354143,0.5277085922682185,0.8047221729012918,4,11,2,7,1,0,0,1
2728,0.4563236653440132,0.5103676334655987,0.2936763346559868,0.6311029003967961,10,5,5,2,1,0,4,1
2729,0.9159306992128229,0.32438232392465227,0.2700167403992052,0.04657348588697841,11,1,5,4,1,0,0,1
2730,0.13687299330263145,0.36731270066973687,0.5677524080368422,0.7003094899539473,6,12,0,0,1,0,0,1
2731,0.8610001472990418,0.18819049021895637,0.6418095097810437,0.22452377445260907,4,8,2,2,1,2,0,1
2732,0.14,0.6027919723722505,0.9500608257858996,0.84855839447445,0,9,0,0,1,0,0,1
2733,0.16503286611782922,0.6624835669410855,0.6650328661178293,0.42390274805027706,9,10,6,2,1,0,1,1
2734,0.36840846705942876,0.32277930274361866,0.45800470392190484,0.43080752627504776,9,4,6,2,1,0,0,1
2735,0.6125011608904817,0.6048092103952453,0.40769195049523643,0.30961377722856387,11,6,6,0,1,0,0,1
2736,0.35568528104553565,0.2575219203801948,0.45128288057029214,0.41568528104553565,12,4,6,2,1,0,0,1
2737,0.6718885889342808,0.09207427404381274,0.4284891288525753,0.18886684663943148,7,4,5,2,1,0,2,1
2738,0.9292904129170119,0.8244884534522823,0.83,0.5385808258340237,12,12,2,4,1,0,0,1
2739,0.3120420713234061,0.7845837012030965,0.4477914091578325,0.43441718168433496,10,5,5,2,1,1,4,1
2740,0.35799640856451287,0.5500538715323069,0.5580502800968198,0.05007182870974253,9,5,6,2,1,0,0,1
2741,0.21868122813490531,0.1781310532141478,0.4381310532141478,0.6465938593254734,9,10,6,2,0,0,0,1
2742,0.6914477212060675,0.6642537979898876,0.6542537979898876,0.7642091151757302,7,9,5,2,1,0,2,1
2743,0.08437249713656617,0.5343724971365662,0.35376501718060294,0.9093925200440367,12,5,2,4,1,2,0,1
2744,0.18585402619692462,0.932277403191799,0.7298394817825729,0.37243792140922616,10,12,5,2,1,0,0,1
2745,0.09345862446319665,0.738026296405297,0.6775375136790879,0.28851507913150626,12,1,6,4,1,0,0,1
2746,0.22070194597630438,0.5195547442967559,0.9026715342194648,0.25866423289026763,10,11,5,2,1,0,0,1
2747,0.10796298750723726,0.6631487126664569,0.07833311243486468,0.9377779250434235,10,9,6,0,1,2,0,1
2748,0.4217951958634427,0.819088355095938,0.3845582245203096,0.31549796336905256,12,7,5,4,1,2,0,1
2749,0.5730487057241669,0.8231220708413329,0.852292643052889,0.13148767030350042,9,1,6,2,1,0,0,1
2750,0.4636108090381585,0.7508324271144754,0.9673153182697358,0.7557441642342039,7,13,5,2,1,0,2,1
2751,0.42635747275260927,0.8998397530661965,0.5824283514982604,0.6177318954355431,9,12,6,2,1,0,0,1
2752,0.43839242967695125,0.5128579027965311,0.5816075703230487,0.5144628133317211,9,9,6,2,1,0,0,1
2753,0.555295522130086,0.5040640434427195,0.2940640434427194,0.6320320217213597,9,12,6,2,1,0,0,1
2754,0.9682332810662608,0.5547083986671739,0.3294082418659565,0.8282247255978696,9,4,6,2,1,0,0,1
2755,0.3964491895120267,0.20647344139839643,0.4867511533576169,0.37942032419518934,5,8,2,2,1,2,0,1
2756,0.8648018021782045,0.6,0.8193502252722755,0.7293502252722756,7,12,5,2,1,0,2,1
2757,0.19516329002586766,0.6104004762144319,0.3166912987208989,0.5433087012791011,9,7,6,2,1,0,0,1
2758,0.7192419458153132,0.4853063792928075,0.4829595689392112,0.6576531896464037,9,9,4,2,1,1,0,1
2759,0.5398768164833574,0.51,0.43018477527496385,0.41013550186830683,9,3,6,2,0,0,0,1
2760,0.9639330906048971,0.05384945386101842,0.4581170914414301,0.6236821803732611,9,5,6,2,1,0,0,1
2761,0.5628767737915206,0.8789040327605993,0.011780806552119862,0.022146128965253423,6,14,1,4,1,0,0,1
2762,0.21277060488362873,0.93039360710346,0.6552460044396625,0.410098401775865,10,12,0,2,1,0,0,1
2763,0.5974063525641843,0.5497428594675122,0.46091111291917614,0.4674063525641843,9,1,6,2,1,0,0,1
2764,0.9674459857556265,0.5612770071221868,0.30774459857556263,0.8270648170932483,9,4,6,2,1,0,0,1
2765,0.733917453092181,0.3271339624737448,0.39552570778296287,0.8325155656709466,11,2,3,0,1,0,2,1
2766,0.5709088319918642,0.5651519466802265,0.590758309356385,0.5730303893360453,7,9,5,2,0,0,2,1
2767,0.7674074536047926,0.9441481989652718,0.7822223608143776,0.5797777639185622,8,13,4,2,1,0,0,1
2768,0.09444223022169959,0.7454158363331373,0.2860445728340193,0.15770791816656868,7,4,0,0,1,0,0,1
2769,0.5529974024691496,0.024332467489716555,0.4919896098765987,0.9470025975308504,10,0,5,2,1,1,4,1
2770,0.4392175703701452,0.506244337776697,0.5782786548143194,0.5189045985182033,9,11,6,2,1,0,0,1
2771,0.49354612930656777,0.7309412899734592,0.39393290282681054,0.8840167742932974,10,11,1,2,0,1,1,1
2772,0.3368576772262364,0.5985839438654323,0.708273733360804,0.43566422453827036,2,6,1,0,1,1,1,1
2773,0.5591726024184405,0.055977168682033736,0.23154063857328772,0.14485022889952576,5,6,5,7,1,0,0,1
2774,0.5790246307076072,0.5644009424508029,0.5316436067103975,0.5320890983224007,9,12,6,2,1,0,0,1
2775,0.12784304592008616,0.8043010251819828,0.32949399703741383,0.3694939970374138,12,1,5,4,1,2,0,1
2776,0.31390561860365324,0.40562247441461297,0.5044377525585387,0.6794678660451146,11,8,6,4,1,0,0,1
2777,0.7631396771512898,0.6505809685461303,0.10883806290773916,0.4851174172103189,10,8,1,4,0,1,0,1
2778,0.07214703661943883,0.4154235560566734,0.4258763684494186,0.5388705171822042,0,0,0,0,1,0,0,1
2779,0.7081059455215486,0.6047351361961283,0.794791350184259,0.7166291906745796,7,9,5,2,1,0,2,1
2780,0.9744691191790784,0.8035473057089249,0.8419835751119967,0.6575144559329184,12,9,2,4,1,0,0,1
2781,0.7531285023814901,0.9717285592437923,0.8413999431376977,0.5810285876749435,8,8,4,2,1,3,0,1
2782,0.444949698346077,0.1873910130831668,0.534849095038231,0.6600335344359487,11,11,5,4,1,0,0,1
2783,0.48875532444210873,0.3477251940666776,0.37875532444210874,0.3331329866631631,10,8,0,2,1,0,2,1
2784,0.8845811393261002,0.34,0.3471954683144866,0.83691622786522,11,3,3,7,1,0,1,1
2785,0.1613814051659748,0.42709045018441644,0.4515648295205173,0.6542909549815584,0,10,0,0,1,0,0,1
2786,0.19853058904475682,0.49036735273881077,0.3822041164328648,0.734591909235135,12,6,5,4,1,0,0,1
2787,0.19894138289309551,0.7462350532913886,0.5414114894758727,0.3558821809224204,10,5,0,2,2,0,4,1
2788,0.6305174789959435,0.6710685378073018,0.4052419495902642,0.4768279663935095,9,6,6,2,1,0,0,1
2789,0.21577884026486122,0.6930439762347614,0.20574314785251951,0.6515576805297224,12,7,5,4,1,0,0,1
2790,0.4165482841475774,0.31708100548347923,0.5018868050848025,0.67156491076762,8,8,4,2,1,3,0,1
2791,0.3752990003385909,0.3594123750423239,0.651185625634858,0.7447113753809148,11,11,6,4,1,0,0,1
2792,0.642310766264878,0.9521724881643902,0.7501382781004878,0.6071033491141463,8,8,4,2,1,3,0,1
2793,0.7267121102988222,0.44671211029882224,0.4098636691035332,0.8315060191355246,5,11,2,4,1,2,0,1
2794,0.48707868344015604,0.151174665141804,0.483554688014744,0.822921316559844,11,13,6,2,1,0,0,1
2795,0.6574257680996379,0.9685477810454904,0.901749146555958,0.31587457327797897,10,2,5,2,1,3,0,1
2796,0.21,0.3473542140690502,0.4671868260965884,0.813677107034525,9,10,6,2,0,0,0,1
2797,0.3535780135092827,0.6163297973607593,0.619907810870042,0.1384397298143457,9,11,6,2,1,0,0,1
2798,0.5771162119112265,0.5147560993772871,0.15865136426632023,0.7403371589334199,12,8,2,4,1,2,0,1
2799,0.6686479831788872,0.1672959663577743,0.6590986554525915,0.27067600841055645,4,11,2,7,1,0,0,1
2800,0.7538453638247871,0.48401718179724584,0.38410309078347527,0.45611168168209826,7,12,5,2,0,0,2,1
2801,0.2640943034303507,0.6523874546740414,0.22147642414241236,0.8045444847341855,9,0,6,2,1,0,0,1
2802,0.2857152582407893,0.34107203640049333,0.310713556319408,0.244643221840296,5,8,5,7,1,2,0,1
2803,0.07576568933909804,0.47947220391423245,0.927117155330451,0.5520591747639636,1,6,5,0,0,0,0,1
2804,0.3867038545835441,0.3532961454164559,0.6935192729177206,0.7634077091670882,11,13,6,4,1,0,0,1
2805,0.2366084982048729,0.9607944951275121,0.6751549974355328,0.41806199897421303,10,5,0,2,2,0,4,1
2806,0.44484399334561187,0.4949063960073671,0.44503120133087765,0.8937265990018418,8,1,4,2,0,0,0,1
2807,0.6433954084296062,0.16235762145645652,0.7616977042148031,0.46377327816110225,1,8,0,0,0,0,0,1
2808,0.6249030938491565,0.6237910654950775,0.5194776637376937,0.8826790371409983,11,8,6,4,1,0,0,1
2809,0.6739925498234969,0.24984140435787838,0.40699627491174845,0.35367535853925364,8,0,4,2,1,3,0,1
2810,0.25548223300537576,0.45677665049193633,0.6435406067755348,0.2900126942083378,10,11,0,2,1,0,4,1
2811,0.6891978993226566,0.39091851204361194,0.9370116411366268,0.5032211815959104,10,11,5,2,1,1,4,1
2812,0.8577757821640648,0.5671278003170594,0.0793520181529946,0.6105605445898379,11,11,6,4,1,0,0,1
2813,0.06736752313155193,0.5989504213527234,0.2778974306053442,0.857367523131552,8,11,2,2,1,1,0,1
2814,0.5899512543657683,0.33374695339786054,0.5837713262149764,0.48124086019358153,13,5,6,2,1,3,0,1
2815,0.6716577274058385,0.3054812275522609,0.3243315454811677,0.9435026817782484,11,8,6,4,1,0,0,1
2816,0.15347095830573898,0.47326452084713055,0.3224515971762316,0.2261225798588116,10,2,5,0,1,0,0,1
2817,0.1151560155242596,0.27906390685444243,0.7756165588733454,0.1396879689514808,10,1,5,2,1,0,1,1
2818,0.6718132307578052,0.13982460354897752,0.46286560946394006,0.9296492070979551,10,10,5,2,1,0,2,1
2819,0.5974202033628742,0.5421200581036784,0.7678799418963217,0.32106002905183917,14,8,4,3,0,0,3,1
2820,0.42635337923152977,0.399495172526386,0.42232813785784906,0.8540252413736806,8,11,4,2,1,3,0,1
2821,0.50268855950853,0.4021616744658114,0.3229700467948683,0.6121616744658114,8,11,4,2,1,3,0,1
2822,0.9448090383144898,0.1873265364028579,0.41465307280571584,0.9848090383144898,10,12,5,0,1,2,1,1
2823,0.7675547536344517,0.03959245893907527,0.3252980337920215,0.5724452463655483,9,7,6,2,1,0,0,1
2824,0.12196005709115532,0.7655601089922056,0.23048009342189052,0.7881999740494748,12,9,2,4,1,2,0,1
2825,0.4857910824734307,0.46649358762769844,0.10613927835104617,0.39052535051594156,10,9,0,2,1,0,4,1
2826,0.96,0.18402775042015068,0.3310069376050377,0.6452343903886653,12,9,2,4,2,2,0,1
2827,0.4447393486858804,0.6201852350437482,0.6393278648310179,0.646940989236575,2,7,1,0,0,1,1,1
2828,0.7774852907063273,0.7884676395539201,0.06846763955392007,0.843929395390371,13,8,6,4,1,0,0,1
2829,0.65,0.6402341535725461,0.5575134714291545,0.3764504749996599,12,12,2,4,1,0,0,1
2830,0.48388904263306914,0.24546324482729343,0.6791664360503963,0.4815277393417327,0,7,6,2,1,0,0,1
2831,0.6768393024874135,0.7465803487562932,0.7139375587059473,0.5077456405463344,12,4,2,4,1,2,0,1
2832,0.6923164333426999,0.8677525258988671,0.8629817407303335,0.29649087036516675,10,8,6,2,1,3,0,1
2833,0.48465674393569735,0.7474427906559495,0.5588558131189911,0.4704576747524036,10,5,0,2,1,0,4,1
2834,0.04512668884107515,0.9448733111589248,0.2940983943129567,0.2284649501075809,8,9,6,2,1,0,0,1
2835,0.39407728014953336,0.629028980056075,0.53,0.17265378664174444,9,11,6,2,1,0,0,1
2836,0.8913098497312208,0.38694368396048473,0.11654924865610418,0.04,10,5,0,2,1,0,0,1
2837,0.8794007052976163,0.048083627207340135,0.5054494710267877,0.7419163727926599,13,5,6,2,1,3,0,1
2838,0.4329205595008153,0.3256325076087153,0.020625834178746142,0.04625834178746143,10,5,0,2,1,0,4,1
2839,0.7534673698076267,0.6661305207694932,0.3961305207694932,0.1877389584610136,1,0,2,4,1,0,0,1
2840,0.17996943876065327,0.8431397788174707,0.656432363831675,0.36338426873224455,10,5,0,2,2,0,4,1
2841,0.4828760682140316,0.6245752136428063,0.81,0.4094777773564822,7,6,1,0,1,1,1,1
2842,0.5716135567718881,0.6364118621754021,0.671210167578916,0.535739546853782,12,4,2,4,1,2,0,1
2843,0.07875109259705813,0.014891589373145601,0.4091847351044757,0.12184735104475733,11,10,0,0,1,0,0,1
2844,0.13193477277752336,0.34370647749885513,0.9043587497236215,0.3941956816674299,9,0,6,7,1,0,0,1
2845,0.7679438875077677,0.49985050124300906,0.37985050124300906,0.39691583126165153,7,12,5,2,0,0,2,1
2846,0.06908001056661736,0.9790800105666173,0.2741839978866765,0.31560802747320515,12,1,5,4,1,0,0,1
2847,0.1837137375726206,0.552751438871871,0.9416779547691981,0.2503578280342243,10,6,5,2,1,0,4,1
2848,0.8331909518744613,0.4927638074978453,0.09680904812553867,0.604786427811692,12,11,5,4,0,0,0,1
2849,0.22780646643952224,0.6518064007787808,0.17309673394986821,0.6756129328790444,12,7,5,4,1,0,0,1
2850,0.045098528306693,0.7119609724256512,0.30431413933643253,0.6603921944851303,10,5,0,2,1,0,4,1
2851,0.7,0.9400911160623671,0.393090357167021,0.47149962055232697,8,6,4,2,0,3,0,1
2852,0.05691301787790458,0.9353873587605714,0.8561620762817145,0.5392133945163806,12,7,6,4,1,0,2,1
2853,0.07371235181794056,0.6106023709129512,0.15598646272558386,0.2828764818205945,10,2,5,2,1,0,0,1
2854,0.16264649701334247,0.5761624253335619,0.4394140119466301,0.8317770657064656,10,5,0,2,1,0,4,1
2855,0.1323227611193322,0.7846455222386645,0.3521268665680136,0.7262593278353253,12,9,2,4,1,2,0,1
2856,0.10446706299176806,0.4544670629917681,0.4701937952757207,0.9051453464567906,9,3,6,2,1,0,0,1
2857,0.6351960628035945,0.37480393719640537,0.8267729005609752,0.44062906803722746,10,8,5,2,0,1,4,1
2858,0.29346045454104025,0.6440202892533893,0.26681946281513425,0.636081157013557,9,3,6,2,1,0,0,1
2859,0.5341194162190992,0.28468642158990876,0.5811640864663056,0.40820875671351187,8,1,4,2,1,3,0,1
2860,0.455884777594089,0.6179423887970444,0.8011816662730479,0.34911816662730477,2,6,1,0,0,1,1,1
2861,0.6120896966030197,0.0941793932060394,0.9639551516984901,0.471416972080372,4,4,6,2,1,0,0,1
2862,0.34668075849172886,0.2906188713561172,0.5191139684410109,0.3218143385931649,0,4,0,0,1,0,0,1
2863,0.3079317069576759,0.6796585347883797,0.53,0.1481593504320895,9,1,6,4,1,0,0,1
2864,0.8189434141908447,0.5627748295933805,0.7351547313526758,0.73,9,13,4,2,1,3,0,1
2865,0.7962003735532844,0.811398879340147,0.33965028016496324,0.5406994396700735,13,8,0,2,1,0,3,1
2866,0.7882693295949479,0.42015733367318653,0.40952799898044034,0.24944933214384707,13,6,6,0,1,0,0,1
2867,0.19148436414174066,0.9472916377113084,0.7617447301365304,0.3555469075747781,0,12,5,2,1,0,2,1
2868,0.27894432495674065,0.7992254691100131,0.4838726544499347,0.43767640733003915,10,5,0,2,1,1,4,1
2869,0.3322231867054576,0.3800998702571865,0.9631306993692542,0.9484845854439661,0,6,0,2,1,0,0,1
2870,0.36807684736817764,0.06136748771919006,0.500683743859595,0.16534187192979752,9,4,6,2,1,0,0,1
2871,0.9482000968109395,0.008200096810939528,0.5016400193621879,0.48867974829155725,9,6,6,2,0,0,0,1
2872,0.33,0.22122128845632888,0.4323579209395921,0.3930108931542894,11,4,1,4,1,0,0,1
2873,0.6544799958592914,0.7165600124221257,0.5398400186331886,0.341920035196023,3,2,6,0,1,0,1,1
2874,0.8324248146468595,0.24946898169142565,0.598371712816002,0.23189379633828514,0,9,0,0,0,0,0,1
2875,0.2598144616337992,0.37166603094083844,0.4237031386140786,0.20009276918310043,5,8,5,7,1,2,0,1
2876,0.8595794586548937,0.3730713520096325,0.31795243199357837,0.8032540533226306,7,0,5,2,0,0,2,1
2877,0.591185459115668,0.11898664990921722,0.5635563773470041,0.21219880920645082,10,5,6,2,1,0,0,1
2878,0.6402523041041162,0.53,0.5194953917917678,0.4684861753753034,11,4,6,4,0,0,0,1
2879,0.10586968825352303,0.2934787530140921,0.598260623492954,0.1623909352394309,0,5,0,0,1,0,0,1
2880,0.22446937710507045,0.8941479671711972,0.22659186868478867,0.08622195075679576,6,8,3,2,1,0,0,1
2881,0.4312566922236635,0.8230614238751971,0.3575401533419808,0.6349196933160384,10,5,0,2,1,0,4,1
2882,0.030973933925535522,0.5890260660744644,0.08584360355321313,0.8397393392553552,10,3,6,4,0,2,0,1
2883,0.8340502079908032,0.5488535358436546,0.12835145593562253,0.5594979200919679,12,3,5,4,1,0,0,1
2884,0.674778976018504,0.7303540800084108,0.32849571201177524,0.6981416320033643,8,6,4,2,1,3,0,1
2885,0.3520585100656499,0.30841170201313,0.37158829798687,0.14785265905908493,14,6,6,4,1,0,3,1
2886,0.8241019569884191,0.19048544651900157,0.5237378720991679,0.9061407662710816,10,4,0,2,1,0,4,1
2887,0.12523692460226868,0.7066683055568238,0.38904738492045376,0.4680947698409075,9,4,6,2,1,0,0,1
2888,0.34043630263408686,0.38044795616208615,0.48522397808104306,0.5034787675446957,12,6,1,4,1,0,0,1
2889,0.5931214805669645,0.36439259716517763,0.36312148056696447,0.4606355582991066,8,12,4,2,1,3,0,1
2890,0.03995229730685555,0.6921621891566911,0.36014310807943334,0.8299522973068556,8,11,3,2,1,1,0,1
2891,0.6728402749215459,0.5630764260199035,0.5056805498430917,0.5343194501569083,13,6,6,2,1,3,0,1
2892,0.849819391917409,0.559277567669636,0.080180608082591,0.6297290878761135,12,11,5,4,0,0,0,1
2893,0.1752746103325334,0.6629571370006545,0.3653047580004363,0.48234762099978185,9,7,6,2,1,0,0,1
2894,0.20401286019899892,0.4258585378110118,0.39618004278598495,0.7142057631839829,6,5,0,0,1,0,0,1
2895,0.4325678380215945,0.20553236868809865,0.4762004134193863,0.6870354693334958,11,8,1,4,1,0,0,1
2896,0.0708136214240837,0.9281486071445831,0.8154835928650827,0.48866749286024974,10,9,5,2,1,0,1,1
2897,0.45112066344353957,0.6883717115824588,0.7670402211478465,0.3329597788521535,14,8,4,3,0,0,3,1
2898,0.687674193393215,0.5420903207185805,0.44883709669660754,0.2858145165169624,7,6,5,2,1,0,2,1
2899,0.09442024373782858,0.5134785375730285,0.2448558564569142,0.8788404874756571,12,13,2,4,1,0,0,1
2900,0.2739687656228153,0.33021995733097453,0.5966177872597834,0.16661778725978343,10,8,0,2,1,0,4,1
2901,0.6744877757383141,0.2418044118130245,0.5185855698318018,0.6662921875513386,13,4,6,2,1,3,0,1
2902,0.11024513613134254,0.500490272262685,0.973469520072968,0.8631426718978447,0,8,0,0,1,0,0,1
2903,0.5262730295265745,0.4845756568244751,0.2918634852367128,0.5412546059053149,12,6,5,4,1,0,0,1
2904,0.19404529318290098,0.9169660301128243,0.317864120451297,0.12044904516923641,6,8,3,2,1,0,0,1
2905,0.4447269377333768,0.34939421855551933,0.24066543835571486,0.3846672808221426,10,14,0,2,1,0,4,1
2906,0.6510283329029714,0.7274291677425717,0.5512591703247438,0.3722875032277151,3,6,6,0,1,0,0,1
2907,0.3620197214056703,0.3672724996132123,0.36,0.11535388949055869,8,3,5,7,1,2,0,1
2908,0.6951475523541372,0.3379625373958123,0.9143700299166498,0.700964835458426,14,13,4,3,0,0,3,1
2909,0.09827055510853339,0.7203346961162911,0.19171545381396374,0.7989679294961212,12,9,2,4,0,2,0,1
2910,0.67,0.6739446184235512,0.4384430526115906,0.21788923684710235,9,6,6,0,1,0,0,1
2911,0.71,0.5821058847736001,0.5728653589392,0.7399424874256002,9,9,4,2,1,1,0,1
2912,0.27930297269905174,0.09536190804795129,0.5466488074700304,0.15801607327697262,0,5,0,0,1,0,0,1
